Date,Hour,Footfall
2023-04-05,4,8
2023-04-05,5,11
2023-04-05,6,26
2023-04-05,7,8
2023-04-05,8,41
2023-04-05,9,47
2023-04-05,10,45
2023-04-05,11,5
2023-04-05,12,17
2023-04-05,13,33
2023-04-05,14,22
2023-04-05,15,25
2023-04-05,16,13
2023-04-05,17,23
2023-04-05,18,7
2023-04-05,19,6
2023-04-05,20,21
2023-04-05,21,27
2023-04-05,22,30
2023-04-05,23,22
2023-04-06,0,16
2023-04-06,1,50
2023-04-06,2,12
2023-04-06,3,25
2023-04-06,4,45
2023-04-06,5,49
2023-04-06,6,14
2023-04-06,7,49
2023-04-06,8,20
2023-04-06,9,44
2023-04-06,10,14
2023-04-06,11,13
2023-04-06,12,29
2023-04-06,13,15
2023-04-06,14,46
2023-04-06,15,43
2023-04-06,16,22
2023-04-06,17,34
2023-04-06,18,27
2023-04-06,19,45
2023-04-06,20,19
2023-04-06,21,35
2023-04-06,22,50
2023-04-06,23,25
2023-04-07,0,8
2023-04-07,1,13
2023-04-07,2,11
2023-04-07,3,42
2023-04-07,4,37
2023-04-07,5,12
2023-04-07,6,17
2023-04-07,7,7
2023-04-07,8,26
2023-04-07,9,47
2023-04-07,10,18
2023-04-07,11,15
2023-04-07,12,35
2023-04-07,13,5
2023-04-07,14,9
2023-04-07,15,13
2023-04-07,16,33
2023-04-07,17,20
2023-04-07,18,25
2023-04-07,19,39
2023-04-07,20,30
2023-04-07,21,50
2023-04-07,22,14
2023-04-07,23,21
2023-04-08,0,38
2023-04-08,1,13
2023-04-08,2,13
2023-04-08,3,32
2023-04-08,4,6
2023-04-08,5,20
2023-04-08,6,8
2023-04-08,7,47
2023-04-08,8,45
2023-04-08,9,16
2023-04-08,10,35
2023-04-08,11,41
2023-04-08,12,11
2023-04-08,13,42
2023-04-08,14,8
2023-04-08,15,13
2023-04-08,16,47
2023-04-08,17,31
2023-04-08,18,34
2023-04-08,19,48
2023-04-08,20,14
2023-04-08,21,26
2023-04-08,22,33
2023-04-08,23,50
2023-04-09,0,49
2023-04-09,1,7
2023-04-09,2,32
2023-04-09,3,18
2023-04-09,4,28
2023-04-09,5,32
2023-04-09,6,27
2023-04-09,7,48
2023-04-09,8,48
2023-04-09,9,13
2023-04-09,10,14
2023-04-09,11,44
2023-04-09,12,15
2023-04-09,13,43
2023-04-09,14,23
2023-04-09,15,19
2023-04-09,16,14
2023-04-09,17,26
2023-04-09,18,17
2023-04-09,19,32
2023-04-09,20,30
2023-04-09,21,50
2023-04-09,22,32
2023-04-09,23,25
2023-04-10,0,41
2023-04-10,1,9
2023-04-10,2,37
2023-04-10,3,16
2023-04-10,4,14
2023-04-10,5,30
2023-04-10,6,11
2023-04-10,7,9
2023-04-10,8,32
2023-04-10,9,24
2023-04-10,10,30
2023-04-10,11,45
2023-04-10,12,41
2023-04-10,13,20
2023-04-10,14,14
2023-04-10,15,47
2023-04-10,16,46
2023-04-10,17,5
2023-04-10,18,43
2023-04-10,19,38
2023-04-10,20,40
2023-04-10,21,16
2023-04-10,22,5
2023-04-10,23,29
2023-04-11,0,16
2023-04-11,1,17
2023-04-11,2,50
2023-04-11,3,44
2023-04-11,4,35
2023-04-11,5,47
2023-04-11,6,13
2023-04-11,7,34
2023-04-11,8,39
2023-04-11,9,48
2023-04-11,10,30
2023-04-11,11,41
2023-04-11,12,35
2023-04-11,13,14
2023-04-11,14,21
2023-04-11,15,34
2023-04-11,16,19
2023-04-11,17,32
2023-04-11,18,49
2023-04-11,19,18
2023-04-11,20,15
2023-04-11,21,7
2023-04-11,22,35
2023-04-11,23,46
2023-04-12,0,39
2023-04-12,1,32
2023-04-12,2,43
2023-04-12,3,13
2023-04-12,4,26
2023-04-12,5,26
2023-04-12,6,31
2023-04-12,7,22
2023-04-12,8,31
2023-04-12,9,9
2023-04-12,10,46
2023-04-12,11,37
2023-04-12,12,47
2023-04-12,13,45
2023-04-12,14,15
2023-04-12,15,12
2023-04-12,16,31
2023-04-12,17,41
2023-04-12,18,41
2023-04-12,19,33
2023-04-12,20,5
2023-04-12,21,36
2023-04-12,22,25
2023-04-12,23,24
2023-04-13,0,42
2023-04-13,1,42
2023-04-13,2,10
2023-04-13,3,45
2023-04-13,4,23
2023-04-13,5,44
2023-04-13,6,43
2023-04-13,7,41
2023-04-13,8,45
2023-04-13,9,6
2023-04-13,10,11
2023-04-13,11,35
2023-04-13,12,5
2023-04-13,13,27
2023-04-13,14,24
2023-04-13,15,12
2023-04-13,16,13
2023-04-13,17,48
2023-04-13,18,45
2023-04-13,19,50
2023-04-13,20,35
2023-04-13,21,19
2023-04-13,22,44
2023-04-13,23,47
2023-04-14,0,46
2023-04-14,1,38
2023-04-14,2,24
2023-04-14,3,23
2023-04-14,4,50
2023-04-14,5,12
2023-04-14,6,19
2023-04-14,7,36
2023-04-14,8,13
2023-04-14,9,7
2023-04-14,10,26
2023-04-14,11,11
2023-04-14,12,30
2023-04-14,13,13
2023-04-14,14,13
2023-04-14,15,13
2023-04-14,16,49
2023-04-14,17,20
2023-04-14,18,15
2023-04-14,19,42
2023-04-14,20,16
2023-04-14,21,48
2023-04-14,22,49
2023-04-14,23,24
2023-04-15,0,22
2023-04-15,1,31
2023-04-15,2,26
2023-04-15,3,24
2023-04-15,4,34
2023-04-15,5,24
2023-04-15,6,7
2023-04-15,7,33
2023-04-15,8,5
2023-04-15,9,16
2023-04-15,10,10
2023-04-15,11,20
2023-04-15,12,11
2023-04-15,13,30
2023-04-15,14,39
2023-04-15,15,17
2023-04-15,16,42
2023-04-15,17,28
2023-04-15,18,37
2023-04-15,19,27
2023-04-15,20,40
2023-04-15,21,48
2023-04-15,22,40
2023-04-15,23,50
2023-04-16,0,9
2023-04-16,1,35
2023-04-16,2,19
2023-04-16,3,25
2023-04-16,4,38
2023-04-16,5,31
2023-04-16,6,18
2023-04-16,7,36
2023-04-16,8,20
2023-04-16,9,27
2023-04-16,10,16
2023-04-16,11,11
2023-04-16,12,16
2023-04-16,13,7
2023-04-16,14,28
2023-04-16,15,38
2023-04-16,16,14
2023-04-16,17,11
2023-04-16,18,11
2023-04-16,19,20
2023-04-16,20,33
2023-04-16,21,41
2023-04-16,22,22
2023-04-16,23,22
2023-04-17,0,11
2023-04-17,1,42
2023-04-17,2,19
2023-04-17,3,12
2023-04-17,4,30
2023-04-17,5,39
2023-04-17,6,11
2023-04-17,7,44
2023-04-17,8,15
2023-04-17,9,22
2023-04-17,10,20
2023-04-17,11,21
2023-04-17,12,20
2023-04-17,13,34
2023-04-17,14,22
2023-04-17,15,20
2023-04-17,16,49
2023-04-17,17,23
2023-04-17,18,25
2023-04-17,19,5
2023-04-17,20,50
2023-04-17,21,23
2023-04-17,22,13
2023-04-17,23,6
2023-04-18,0,43
2023-04-18,1,33
2023-04-18,2,47
2023-04-18,3,30
2023-04-18,4,7
2023-04-18,5,8
2023-04-18,6,46
2023-04-18,7,34
2023-04-18,8,38
2023-04-18,9,14
2023-04-18,10,17
2023-04-18,11,12
2023-04-18,12,48
2023-04-18,13,43
2023-04-18,14,45
2023-04-18,15,36
2023-04-18,16,50
2023-04-18,17,18
2023-04-18,18,38
2023-04-18,19,12
2023-04-18,20,9
2023-04-18,21,8
2023-04-18,22,49
2023-04-18,23,39
2023-04-19,0,13
2023-04-19,1,10
2023-04-19,2,46
2023-04-19,3,5
2023-04-19,4,43
2023-04-19,5,14
2023-04-19,6,44
2023-04-19,7,26
2023-04-19,8,11
2023-04-19,9,49
2023-04-19,10,25
2023-04-19,11,20
2023-04-19,12,14
2023-04-19,13,5
2023-04-19,14,35
2023-04-19,15,5
2023-04-19,16,28
2023-04-19,17,49
2023-04-19,18,34
2023-04-19,19,30
2023-04-19,20,14
2023-04-19,21,35
2023-04-19,22,11
2023-04-19,23,26
2023-04-20,0,48
2023-04-20,1,50
2023-04-20,2,18
2023-04-20,3,30
2023-04-20,4,9
2023-04-20,5,10
2023-04-20,6,25
2023-04-20,7,25
2023-04-20,8,13
2023-04-20,9,31
2023-04-20,10,40
2023-04-20,11,50
2023-04-20,12,49
2023-04-20,13,50
2023-04-20,14,43
2023-04-20,15,50
2023-04-20,16,24
2023-04-20,17,50
2023-04-20,18,38
2023-04-20,19,45
2023-04-20,20,48
2023-04-20,21,14
2023-04-20,22,11
2023-04-20,23,19
2023-04-21,0,33
2023-04-21,1,44
2023-04-21,2,8
2023-04-21,3,9
2023-04-21,4,18
2023-04-21,5,12
2023-04-21,6,16
2023-04-21,7,48
2023-04-21,8,40
2023-04-21,9,33
2023-04-21,10,24
2023-04-21,11,5
2023-04-21,12,9
2023-04-21,13,9
2023-04-21,14,17
2023-04-21,15,19
2023-04-21,16,25
2023-04-21,17,45
2023-04-21,18,49
2023-04-21,19,30
2023-04-21,20,36
2023-04-21,21,48
2023-04-21,22,44
2023-04-21,23,17
2023-04-22,0,22
2023-04-22,1,34
2023-04-22,2,34
2023-04-22,3,17
2023-04-22,4,50
2023-04-22,5,50
2023-04-22,6,5
2023-04-22,7,25
2023-04-22,8,34
2023-04-22,9,46
2023-04-22,10,35
2023-04-22,11,28
2023-04-22,12,8
2023-04-22,13,18
2023-04-22,14,47
2023-04-22,15,17
2023-04-22,16,5
2023-04-22,17,22
2023-04-22,18,27
2023-04-22,19,46
2023-04-22,20,43
2023-04-22,21,32
2023-04-22,22,23
2023-04-22,23,9
2023-04-23,0,13
2023-04-23,1,8
2023-04-23,2,31
2023-04-23,3,21
2023-04-23,4,36
2023-04-23,5,38
2023-04-23,6,41
2023-04-23,7,33
2023-04-23,8,46
2023-04-23,9,26
2023-04-23,10,22
2023-04-23,11,12
2023-04-23,12,21
2023-04-23,13,14
2023-04-23,14,41
2023-04-23,15,30
2023-04-23,16,24
2023-04-23,17,34
2023-04-23,18,18
2023-04-23,19,14
2023-04-23,20,43
2023-04-23,21,29
2023-04-23,22,22
2023-04-23,23,44
2023-04-24,0,43
2023-04-24,1,38
2023-04-24,2,8
2023-04-24,3,49
2023-04-24,4,17
2023-04-24,5,38
2023-04-24,6,47
2023-04-24,7,34
2023-04-24,8,28
2023-04-24,9,40
2023-04-24,10,6
2023-04-24,11,15
2023-04-24,12,19
2023-04-24,13,46
2023-04-24,14,50
2023-04-24,15,32
2023-04-24,16,48
2023-04-24,17,41
2023-04-24,18,45
2023-04-24,19,27
2023-04-24,20,32
2023-04-24,21,14
2023-04-24,22,12
2023-04-24,23,20
2023-04-25,0,6
2023-04-25,1,47
2023-04-25,2,7
2023-04-25,3,50
2023-04-25,4,34
2023-04-25,5,26
2023-04-25,6,29
2023-04-25,7,49
2023-04-25,8,49
2023-04-25,9,47
2023-04-25,10,43
2023-04-25,11,18
2023-04-25,12,32
2023-04-25,13,31
2023-04-25,14,38
2023-04-25,15,35
2023-04-25,16,38
2023-04-25,17,50
2023-04-25,18,5
2023-04-25,19,29
2023-04-25,20,29
2023-04-25,21,7
2023-04-25,22,15
2023-04-25,23,47
2023-04-26,0,36
2023-04-26,1,25
2023-04-26,2,45
2023-04-26,3,17
2023-04-26,4,17
2023-04-26,5,21
2023-04-26,6,45
2023-04-26,7,7
2023-04-26,8,5
2023-04-26,9,46
2023-04-26,10,32
2023-04-26,11,6
2023-04-26,12,21
2023-04-26,13,18
2023-04-26,14,12
2023-04-26,15,49
2023-04-26,16,49
2023-04-26,17,17
2023-04-26,18,27
2023-04-26,19,33
2023-04-26,20,36
2023-04-26,21,19
2023-04-26,22,6
2023-04-26,23,28
2023-04-27,0,13
2023-04-27,1,9
2023-04-27,2,26
2023-04-27,3,41
2023-04-27,4,19
2023-04-27,5,9
2023-04-27,6,46
2023-04-27,7,13
2023-04-27,8,16
2023-04-27,9,25
2023-04-27,10,40
2023-04-27,11,34
2023-04-27,12,34
2023-04-27,13,49
2023-04-27,14,33
2023-04-27,15,37
2023-04-27,16,42
2023-04-27,17,35
2023-04-27,18,49
2023-04-27,19,39
2023-04-27,20,46
2023-04-27,21,38
2023-04-27,22,28
2023-04-27,23,46
2023-04-28,0,8
2023-04-28,1,19
2023-04-28,2,26
2023-04-28,3,25
2023-04-28,4,11
2023-04-28,5,18
2023-04-28,6,9
2023-04-28,7,34
2023-04-28,8,38
2023-04-28,9,50
2023-04-28,10,11
2023-04-28,11,12
2023-04-28,12,50
2023-04-28,13,48
2023-04-28,14,25
2023-04-28,15,42
2023-04-28,16,6
2023-04-28,17,29
2023-04-28,18,37
2023-04-28,19,43
2023-04-28,20,28
2023-04-28,21,33
2023-04-28,22,10
2023-04-28,23,36
2023-04-29,0,26
2023-04-29,1,29
2023-04-29,2,37
2023-04-29,3,37
2023-04-29,4,31
2023-04-29,5,16
2023-04-29,6,38
2023-04-29,7,5
2023-04-29,8,42
2023-04-29,9,21
2023-04-29,10,34
2023-04-29,11,31
2023-04-29,12,6
2023-04-29,13,5
2023-04-29,14,18
2023-04-29,15,43
2023-04-29,16,17
2023-04-29,17,6
2023-04-29,18,45
2023-04-29,19,27
2023-04-29,20,14
2023-04-29,21,40
2023-04-29,22,20
2023-04-29,23,23
2023-04-30,0,11
2023-04-30,1,42
2023-04-30,2,24
2023-04-30,3,18
2023-04-30,4,47
2023-04-30,5,26
2023-04-30,6,19
2023-04-30,7,31
2023-04-30,8,24
2023-04-30,9,35
2023-04-30,10,18
2023-04-30,11,50
2023-04-30,12,6
2023-04-30,13,5
2023-04-30,14,17
2023-04-30,15,18
2023-04-30,16,20
2023-04-30,17,26
2023-04-30,18,42
2023-04-30,19,45
2023-04-30,20,6
2023-04-30,21,11
2023-04-30,22,16
2023-04-30,23,30
2023-05-01,0,7
2023-05-01,1,25
2023-05-01,2,10
2023-05-01,3,22
2023-05-01,4,42
2023-05-01,5,21
2023-05-01,6,36
2023-05-01,7,5
2023-05-01,8,43
2023-05-01,9,16
2023-05-01,10,23
2023-05-01,11,22
2023-05-01,12,38
2023-05-01,13,16
2023-05-01,14,42
2023-05-01,15,11
2023-05-01,16,20
2023-05-01,17,38
2023-05-01,18,21
2023-05-01,19,35
2023-05-01,20,14
2023-05-01,21,25
2023-05-01,22,23
2023-05-01,23,15
2023-05-02,0,32
2023-05-02,1,31
2023-05-02,2,36
2023-05-02,3,48
2023-05-02,4,28
2023-05-02,5,12
2023-05-02,6,26
2023-05-02,7,13
2023-05-02,8,29
2023-05-02,9,18
2023-05-02,10,43
2023-05-02,11,10
2023-05-02,12,24
2023-05-02,13,37
2023-05-02,14,46
2023-05-02,15,13
2023-05-02,16,37
2023-05-02,17,46
2023-05-02,18,16
2023-05-02,19,15
2023-05-02,20,19
2023-05-02,21,49
2023-05-02,22,30
2023-05-02,23,10
2023-05-03,0,43
2023-05-03,1,25
2023-05-03,2,23
2023-05-03,3,38
2023-05-03,4,50
2023-05-03,5,34
2023-05-03,6,44
2023-05-03,7,28
2023-05-03,8,14
2023-05-03,9,15
2023-05-03,10,11
2023-05-03,11,10
2023-05-03,12,25
2023-05-03,13,10
2023-05-03,14,25
2023-05-03,15,26
2023-05-03,16,23
2023-05-03,17,45
2023-05-03,18,30
2023-05-03,19,12
2023-05-03,20,23
2023-05-03,21,8
2023-05-03,22,24
2023-05-03,23,35
2023-05-04,0,27
2023-05-04,1,27
2023-05-04,2,28
2023-05-04,3,17
2023-05-04,4,43
2023-05-04,5,21
2023-05-04,6,10
2023-05-04,7,11
2023-05-04,8,45
2023-05-04,9,16
2023-05-04,10,17
2023-05-04,11,40
2023-05-04,12,42
2023-05-04,13,13
2023-05-04,14,5
2023-05-04,15,25
2023-05-04,16,46
2023-05-04,17,28
2023-05-04,18,38
2023-05-04,19,6
2023-05-04,20,16
2023-05-04,21,39
2023-05-04,22,41
2023-05-04,23,12
2023-05-05,0,10
2023-05-05,1,31
2023-05-05,2,30
2023-05-05,3,40
2023-05-05,4,50
2023-05-05,5,37
2023-05-05,6,18
2023-05-05,7,19
2023-05-05,8,23
2023-05-05,9,29
2023-05-05,10,18
2023-05-05,11,21
2023-05-05,12,27
2023-05-05,13,25
2023-05-05,14,22
2023-05-05,15,8
2023-05-05,16,41
2023-05-05,17,20
2023-05-05,18,30
2023-05-05,19,45
2023-05-05,20,45
2023-05-05,21,44
2023-05-05,22,45
2023-05-05,23,18
2023-05-06,0,43
2023-05-06,1,12
2023-05-06,2,49
2023-05-06,3,33
2023-05-06,4,34
2023-05-06,5,34
2023-05-06,6,49
2023-05-06,7,27
2023-05-06,8,9
2023-05-06,9,30
2023-05-06,10,33
2023-05-06,11,7
2023-05-06,12,5
2023-05-06,13,25
2023-05-06,14,5
2023-05-06,15,49
2023-05-06,16,49
2023-05-06,17,25
2023-05-06,18,42
2023-05-06,19,14
2023-05-06,20,18
2023-05-06,21,8
2023-05-06,22,41
2023-05-06,23,40
2023-05-07,0,33
2023-05-07,1,28
2023-05-07,2,29
2023-05-07,3,24
2023-05-07,4,14
2023-05-07,5,36
2023-05-07,6,10
2023-05-07,7,25
2023-05-07,8,48
2023-05-07,9,26
2023-05-07,10,38
2023-05-07,11,49
2023-05-07,12,5
2023-05-07,13,42
2023-05-07,14,19
2023-05-07,15,5
2023-05-07,16,46
2023-05-07,17,42
2023-05-07,18,7
2023-05-07,19,26
2023-05-07,20,49
2023-05-07,21,11
2023-05-07,22,6
2023-05-07,23,11
2023-05-08,0,29
2023-05-08,1,42
2023-05-08,2,10
2023-05-08,3,11
2023-05-08,4,7
2023-05-08,5,19
2023-05-08,6,9
2023-05-08,7,6
2023-05-08,8,7
2023-05-08,9,48
2023-05-08,10,33
2023-05-08,11,41
2023-05-08,12,26
2023-05-08,13,18
2023-05-08,14,36
2023-05-08,15,46
2023-05-08,16,9
2023-05-08,17,8
2023-05-08,18,24
2023-05-08,19,16
2023-05-08,20,22
2023-05-08,21,17
2023-05-08,22,10
2023-05-08,23,19
2023-05-09,0,33
2023-05-09,1,8
2023-05-09,2,29
2023-05-09,3,46
2023-05-09,4,48
2023-05-09,5,45
2023-05-09,6,24
2023-05-09,7,17
2023-05-09,8,6
2023-05-09,9,49
2023-05-09,10,12
2023-05-09,11,12
2023-05-09,12,28
2023-05-09,13,47
2023-05-09,14,36
2023-05-09,15,31
2023-05-09,16,22
2023-05-09,17,26
2023-05-09,18,29
2023-05-09,19,36
2023-05-09,20,5
2023-05-09,21,24
2023-05-09,22,50
2023-05-09,23,48
2023-05-10,0,45
2023-05-10,1,41
2023-05-10,2,21
2023-05-10,3,18
2023-05-10,4,31
2023-05-10,5,19
2023-05-10,6,27
2023-05-10,7,25
2023-05-10,8,35
2023-05-10,9,19
2023-05-10,10,48
2023-05-10,11,38
2023-05-10,12,49
2023-05-10,13,37
2023-05-10,14,21
2023-05-10,15,6
2023-05-10,16,42
2023-05-10,17,37
2023-05-10,18,25
2023-05-10,19,28
2023-05-10,20,42
2023-05-10,21,32
2023-05-10,22,28
2023-05-10,23,41
2023-05-11,0,34
2023-05-11,1,33
2023-05-11,2,6
2023-05-11,3,24
2023-05-11,4,38
2023-05-11,5,46
2023-05-11,6,19
2023-05-11,7,23
2023-05-11,8,41
2023-05-11,9,30
2023-05-11,10,16
2023-05-11,11,20
2023-05-11,12,18
2023-05-11,13,38
2023-05-11,14,40
2023-05-11,15,49
2023-05-11,16,23
2023-05-11,17,6
2023-05-11,18,47
2023-05-11,19,38
2023-05-11,20,33
2023-05-11,21,44
2023-05-11,22,41
2023-05-11,23,12
2023-05-12,0,44
2023-05-12,1,50
2023-05-12,2,33
2023-05-12,3,40
2023-05-12,4,20
2023-05-12,5,36
2023-05-12,6,47
2023-05-12,7,44
2023-05-12,8,24
2023-05-12,9,15
2023-05-12,10,6
2023-05-12,11,36
2023-05-12,12,9
2023-05-12,13,10
2023-05-12,14,37
2023-05-12,15,36
2023-05-12,16,15
2023-05-12,17,35
2023-05-12,18,33
2023-05-12,19,36
2023-05-12,20,47
2023-05-12,21,9
2023-05-12,22,22
2023-05-12,23,12
2023-05-13,0,50
2023-05-13,1,41
2023-05-13,2,45
2023-05-13,3,38
2023-05-13,4,22
2023-05-13,5,28
2023-05-13,6,5
2023-05-13,7,9
2023-05-13,8,47
2023-05-13,9,17
2023-05-13,10,22
2023-05-13,11,37
2023-05-13,12,18
2023-05-13,13,5
2023-05-13,14,50
2023-05-13,15,48
2023-05-13,16,28
2023-05-13,17,17
2023-05-13,18,49
2023-05-13,19,9
2023-05-13,20,49
2023-05-13,21,42
2023-05-13,22,24
2023-05-13,23,38
2023-05-14,0,41
2023-05-14,1,27
2023-05-14,2,37
2023-05-14,3,45
2023-05-14,4,31
2023-05-14,5,8
2023-05-14,6,7
2023-05-14,7,34
2023-05-14,8,10
2023-05-14,9,9
2023-05-14,10,28
2023-05-14,11,31
2023-05-14,12,12
2023-05-14,13,35
2023-05-14,14,26
2023-05-14,15,50
2023-05-14,16,45
2023-05-14,17,22
2023-05-14,18,40
2023-05-14,19,33
2023-05-14,20,48
2023-05-14,21,20
2023-05-14,22,45
2023-05-14,23,49
2023-05-15,0,33
2023-05-15,1,38
2023-05-15,2,35
2023-05-15,3,15
2023-05-15,4,30
2023-05-15,5,13
2023-05-15,6,30
2023-05-15,7,46
2023-05-15,8,38
2023-05-15,9,12
2023-05-15,10,26
2023-05-15,11,49
2023-05-15,12,45
2023-05-15,13,24
2023-05-15,14,25
2023-05-15,15,10
2023-05-15,16,13
2023-05-15,17,31
2023-05-15,18,9
2023-05-15,19,46
2023-05-15,20,50
2023-05-15,21,17
2023-05-15,22,8
2023-05-15,23,22
2023-05-16,0,26
2023-05-16,1,27
2023-05-16,2,35
2023-05-16,3,37
2023-05-16,4,6
2023-05-16,5,35
2023-05-16,6,48
2023-05-16,7,47
2023-05-16,8,22
2023-05-16,9,39
2023-05-16,10,9
2023-05-16,11,45
2023-05-16,12,17
2023-05-16,13,22
2023-05-16,14,9
2023-05-16,15,29
2023-05-16,16,12
2023-05-16,17,32
2023-05-16,18,22
2023-05-16,19,9
2023-05-16,20,13
2023-05-16,21,14
2023-05-16,22,12
2023-05-16,23,35
2023-05-17,0,23
2023-05-17,1,19
2023-05-17,2,20
2023-05-17,3,42
2023-05-17,4,12
2023-05-17,5,33
2023-05-17,6,46
2023-05-17,7,36
2023-05-17,8,44
2023-05-17,9,21
2023-05-17,10,18
2023-05-17,11,23
2023-05-17,12,5
2023-05-17,13,9
2023-05-17,14,13
2023-05-17,15,10
2023-05-17,16,26
2023-05-17,17,19
2023-05-17,18,41
2023-05-17,19,46
2023-05-17,20,33
2023-05-17,21,46
2023-05-17,22,45
2023-05-17,23,10
2023-05-18,0,17
2023-05-18,1,24
2023-05-18,2,26
2023-05-18,3,16
2023-05-18,4,36
2023-05-18,5,22
2023-05-18,6,43
2023-05-18,7,40
2023-05-18,8,11
2023-05-18,9,43
2023-05-18,10,11
2023-05-18,11,48
2023-05-18,12,11
2023-05-18,13,29
2023-05-18,14,32
2023-05-18,15,5
2023-05-18,16,7
2023-05-18,17,35
2023-05-18,18,36
2023-05-18,19,22
2023-05-18,20,15
2023-05-18,21,22
2023-05-18,22,43
2023-05-18,23,50
2023-05-19,0,47
2023-05-19,1,5
2023-05-19,2,48
2023-05-19,3,48
2023-05-19,4,24
2023-05-19,5,40
2023-05-19,6,36
2023-05-19,7,21
2023-05-19,8,44
2023-05-19,9,21
2023-05-19,10,25
2023-05-19,11,43
2023-05-19,12,5
2023-05-19,13,19
2023-05-19,14,24
2023-05-19,15,16
2023-05-19,16,17
2023-05-19,17,23
2023-05-19,18,47
2023-05-19,19,46
2023-05-19,20,23
2023-05-19,21,40
2023-05-19,22,5
2023-05-19,23,5
2023-05-20,0,6
2023-05-20,1,13
2023-05-20,2,20
2023-05-20,3,39
2023-05-20,4,24
2023-05-20,5,19
2023-05-20,6,16
2023-05-20,7,21
2023-05-20,8,35
2023-05-20,9,22
2023-05-20,10,39
2023-05-20,11,8
2023-05-20,12,47
2023-05-20,13,22
2023-05-20,14,8
2023-05-20,15,38
2023-05-20,16,5
2023-05-20,17,25
2023-05-20,18,18
2023-05-20,19,28
2023-05-20,20,37
2023-05-20,21,44
2023-05-20,22,23
2023-05-20,23,24
2023-05-21,0,10
2023-05-21,1,22
2023-05-21,2,13
2023-05-21,3,31
2023-05-21,4,18
2023-05-21,5,7
2023-05-21,6,32
2023-05-21,7,8
2023-05-21,8,26
2023-05-21,9,41
2023-05-21,10,30
2023-05-21,11,23
2023-05-21,12,20
2023-05-21,13,50
2023-05-21,14,29
2023-05-21,15,41
2023-05-21,16,48
2023-05-21,17,41
2023-05-21,18,21
2023-05-21,19,20
2023-05-21,20,42
2023-05-21,21,31
2023-05-21,22,40
2023-05-21,23,12
2023-05-22,0,12
2023-05-22,1,47
2023-05-22,2,43
2023-05-22,3,29
2023-05-22,4,27
2023-05-22,5,26
2023-05-22,6,11
2023-05-22,7,47
2023-05-22,8,11
2023-05-22,9,46
2023-05-22,10,47
2023-05-22,11,11
2023-05-22,12,8
2023-05-22,13,22
2023-05-22,14,27
2023-05-22,15,28
2023-05-22,16,16
2023-05-22,17,49
2023-05-22,18,37
2023-05-22,19,15
2023-05-22,20,27
2023-05-22,21,23
2023-05-22,22,40
2023-05-22,23,30
2023-05-23,0,15
2023-05-23,1,8
2023-05-23,2,25
2023-05-23,3,19
2023-05-23,4,38
2023-05-23,5,42
2023-05-23,6,32
2023-05-23,7,26
2023-05-23,8,29
2023-05-23,9,23
2023-05-23,10,21
2023-05-23,11,42
2023-05-23,12,21
2023-05-23,13,40
2023-05-23,14,21
2023-05-23,15,45
2023-05-23,16,35
2023-05-23,17,16
2023-05-23,18,21
2023-05-23,19,15
2023-05-23,20,15
2023-05-23,21,24
2023-05-23,22,20
2023-05-23,23,29
2023-05-24,0,37
2023-05-24,1,15
2023-05-24,2,17
2023-05-24,3,6
2023-05-24,4,49
2023-05-24,5,25
2023-05-24,6,46
2023-05-24,7,49
2023-05-24,8,28
2023-05-24,9,8
2023-05-24,10,26
2023-05-24,11,33
2023-05-24,12,36
2023-05-24,13,44
2023-05-24,14,29
2023-05-24,15,40
2023-05-24,16,50
2023-05-24,17,10
2023-05-24,18,20
2023-05-24,19,43
2023-05-24,20,21
2023-05-24,21,37
2023-05-24,22,27
2023-05-24,23,19
2023-05-25,0,44
2023-05-25,1,24
2023-05-25,2,16
2023-05-25,3,46
2023-05-25,4,42
2023-05-25,5,36
2023-05-25,6,45
2023-05-25,7,33
2023-05-25,8,12
2023-05-25,9,46
2023-05-25,10,34
2023-05-25,11,6
2023-05-25,12,22
2023-05-25,13,34
2023-05-25,14,33
2023-05-25,15,11
2023-05-25,16,44
2023-05-25,17,28
2023-05-25,18,27
2023-05-25,19,23
2023-05-25,20,32
2023-05-25,21,14
2023-05-25,22,35
2023-05-25,23,45
2023-05-26,0,16
2023-05-26,1,11
2023-05-26,2,48
2023-05-26,3,8
2023-05-26,4,8
2023-05-26,5,9
2023-05-26,6,26
2023-05-26,7,24
2023-05-26,8,22
2023-05-26,9,40
2023-05-26,10,50
2023-05-26,11,30
2023-05-26,12,45
2023-05-26,13,10
2023-05-26,14,48
2023-05-26,15,19
2023-05-26,16,35
2023-05-26,17,26
2023-05-26,18,34
2023-05-26,19,49
2023-05-26,20,46
2023-05-26,21,8
2023-05-26,22,16
2023-05-26,23,50
2023-05-27,0,27
2023-05-27,1,42
2023-05-27,2,18
2023-05-27,3,17
2023-05-27,4,48
2023-05-27,5,20
2023-05-27,6,20
2023-05-27,7,35
2023-05-27,8,25
2023-05-27,9,17
2023-05-27,10,27
2023-05-27,11,29
2023-05-27,12,25
2023-05-27,13,42
2023-05-27,14,38
2023-05-27,15,34
2023-05-27,16,34
2023-05-27,17,17
2023-05-27,18,30
2023-05-27,19,17
2023-05-27,20,36
2023-05-27,21,47
2023-05-27,22,17
2023-05-27,23,20
2023-05-28,0,13
2023-05-28,1,36
2023-05-28,2,39
